json_parsed.adnumber,name,category,description
39184278,Custom Built Computers, Desktops,"Have you ever wanted a customized PC but don't know where to look or how to build one?  Well you are in luck!  I have built several of my own computers and would like to help you create the computer of your dreams.  I will consult with you on what specifically you want and will be using the computer for and help you with selecting the parts that are best for you.  Once the parts are selected I will fully assemble it for you! If you already have a computer and just want to simply upgrade it, I can also help with that.  Taking the time to personally create your computer is almost always the cheaper and better option.  Most retailers overcharge you for a low end crap PC, whereas if you spent the same amount on parts you will have a much better performing PC.I look forward to helping you with your PC needs!The best way to contact me is through my email, as I hardly answer my phone:Email: misterredify@gmail.com"
39184200,1GB 2Rx16 PC2-5300 Laptop Memory (2 left), Laptop Hardware and Accessories ,"For Sale 1GB Laptop Memory (2Rx16) $5.00 eachPC2-5300 memory chips. These chips are pulled out from a working laptop, in excellent condition and 100% functional. Only 2 remainingCall or text with any questions you may have. Thanks for looking!"
39184103,Intel XEON Processor E5-2640 V2, Desktop Hardware and Accessories,"Brand new, still in the box. These retail for about 900$, but I have no use for it. I feel 150$ is a decent price, but message me if you have questions. I will NOT be accepting trades on this item at this time."
39184015,Brother HL-2140 B&W Laser Printer, Printers,In great condition. Bought this when I was in school but have no use for it anymore. Prints 23 pages per minuteBy-pass slot for envelopes and letterheadBlack & White (Does not print in color)Includes power cord and printer cable(Not wireless enabled)Text or call 801-557-9635
39184061,Intel Dual Band Wireless-AC 7265, Desktop Hardware and Accessories,"Brand new, never been installed. It is a wifi/Bluetooth adapter for PC's. Make an offer on it, I am also willing to do trades of it is reasonable"
39183975,Microsoft surface 2 MINT CONDITION, Apple iPads and Accessories,ITEM FOR SALE IS MICROSOFT SURFACE 264 GBCOMES WITH KEYBOARD AND ORIGINAL CHARGERTHIS TABLET IS BRAND NEW AND WORKS VERY GOODHAVE OFFICE 2013TEXT FOR ANY QUESTIONS
39183968,UNBEATABLE DEAL ON LOADED MACBOOK PRO WITH MS OFFICE 2016 8GB AND A 120 DAY WARRANTY, Apple Laptops,"13"" UNIBODY MACBOOK PRO: CORE 2 @2.4GHZ8GB RAM 320GB HARD DRIVE DVD/R/RW SUPER DRIVEWIFI, WEBCAM, SD CARD READER, THUNDERBOLT,BLUETOOTH, ...OSX YOSEMITE, MS OFFICE 2016, ADOBE CS5 MASTER COLLECTION , ....THIS MACBOOK PRO IS IN PERFECT CONDITION AND RUNS AMAZING EXTREMELY QUICK AND CAPABLE.COMES WITH GOOD BATTERY AND AC ADAPTER.ALSO COMES WITH A 120 DAY WARRANTY.                               CALL:                                 801-935-9208                                 801-231-6762                                 801-654-5761WE ACCEPT: CASH, CREDIT, AND DEBIT.WE APPRECIATE YOUR BUSINESS."
36203530,Cisco Routers and Switches, Desktop Hardware and Accessories,Have cisco routers and switches for sale. Need it gone. Make an offer.call/text for more details.8015775194
39183844,"MACBOOK 13.3 "" El Capitan. 5 GB M. Ram. 160 GB HD. 2.0 GHz Intel Core 2 Duo. Late 2008.", Apple Laptops,*** YOU CAN COME TO SEE IT WITHOUT COMPROMISE ****VERY GOOD CONDITION. ---- NO TRADE. NO HOLDS -----We are an established Business for 12 years.$299 FIRM.Microsoft Office for Mac. Antivirus. Good DVD. WEBCAM. WI-FI. OS X El Capitan. No need to make appointment. HABLAMOS ESPANOL.ASK FOR TOMAS. 801-347-6000. WE RECEIVE CASH ONLY.----- NO TRADES. NO HOLDS-----VISITENOS SIN COMPROMISO.TM COMPUTERS: ((( BETWEEN MAIN AND STATE ST )))40 EAST 1300 SOUTH #1.SALT LAKE CITY UT. 84115.OPEN: MONDAY - FRIDAY. 1:00 PM - 7:30PMSATURDAY 12noon - 4:30 PM. CLOSED SUNDAY'S.ASK FOR TOMAS.
38945957,Monitor Switch, Desktop Hardware and Accessories,"Belkin 2port Omniview USB KVM(A) SwitchUse a single keyboard, Monitor, and Mouse with two computers. (switch back and forth with a press of a button).  Also, supports Audio.  This unit is missing the back cover, but does not effect functionality.Retails $129.00Includes:- The Switching Unit- Power supply- Two(2) Monitor cables- Two(2) PS/2 Mouse cables- Two(2) PS/2 Keyboard cables"
39183825,Monoprice backlit mechanical gaming keyboard with hub, Desktop Hardware and Accessories,"Monoprice Backlit Macro Mechanical Gaming Keyboard with USB Hub, Headset, Microphone Jacks and Cherry MX Red Switches Uses Cherry Red MX switches, rated for over 50 million, with 2 MM key switch actuation distance and 4 MM full throw distance, and 45 grams actuation forceRed LED backlighting for each key and ABS laser engraved keytopsSupports 5 sets of 50 macros eachIncludes 2-port USB 2.0 hub, plus connections for headset and micSupports 64-key rollover with USB interfaceIncludes media key functions for controlling playback of multimedia contentSoft-touch rubberized surface with attachable wrist restSwitches rated for over 50 million keystrokesRated as one of the top gaming keyboard.ctrl key is cracked but totally functionalfour orange keys with key puller also included.Paid $144 for it. Asking for $60.If interested call or text Tadge at 801-664-3697"
38592103,"iMac PowerMac G4, great condition", Apple Laptops,"Complete iMac G4 setup in great condition 
17\"" LCD monitor 1440x900
1 Ghz PowerPC
60 GB HD
Runs OS 10.4.11
1.25 GB SDRAM
Ethernet network and Airport wireless card
Harman Kardon speakers
Integrated stand
Please call or text Tadge at 801-664-3697 if interested."
38823114,Super Fast Netgear R6200 WIFI Router, Desktop Hardware and Accessories,"Fantastic router, super fast speeds, and great home coverage*AC1200 WiFi�300+867 Mbps speeds*Wireless coverage for large homes*Ideal for homes with 8 or more WiFi devices*NETGEAR genie� App�Enjoy more of your connected homeRouter is in Saratoga Springs, but I work in Provo, can be picked up in either place"
38735652,Synology DS209 Diskstation NAS with 3 TB, Desktop Hardware and Accessories,"Great condition Diskstation with two Western Digital 1.5TB HDs.One of the best devices for home use available. Remote access, iTunes server, download station, web server, email server, and countless other features.eSATA Port, 3 USB ports, ext hard drive interfaceMax capacity is 4 TB.I have a four bay device and have not used this one very much at all. If interested, call or text Tadge at 801-664-3697."
39183412,Elite book 840 hp (1100.00 FOR 400.00), Laptops,this is still a brand new computer and sells for over 1100.00 in the store.
39183401,"Apple iMac 27""", Apple Laptops,"This iMac has been very gently used for less than a year and runs great and is in great condition, it comes with a wireless apple keyboard and apple magic mouse. It was originally purchased for $2400 and is only being sold because my job requires that I use a laptop. The specs are as follows:iMac ""Core i5"" 3.4 27-Inch (Late 2013)    3.4 GHz Core i5 (I5-4670)Intro.    September 24, 2013    Disc.    May 19, 2015Order    ME089LL/A    Model    A1419 (EMC 2639)Family    Late 2013    ID    iMac14,2RAM    8 GB    VRAM    2 GBStorage    1 TB (7200 RPM)    Optical    None*Complete iMac ""Core i5"" 3.4 27-Inch (Late 2013) Specs are here: http://www.everymac.com/systems/apple/imac/specs/imac-core-i5-3.4-27-inch-aluminum-late-2013-specs.htmlPlease let me know if you have any questions and thanks for looking!"
39183479,Need Gone By Friday. Cybertron 1 Tb, Desktops,"Barely even used. Need the money. 
Bought new for 650 a month ago. 
Need gone by friday or not selling. Let me know if interested. Great computer. 8016333035"
39183394,Corsair 250D mini ITX computer case, Desktop Hardware and Accessories,"This case has done me well. fits full length Graphics cards, Mini ITX motherboards, and full sized power supplies. can hold 2x 3.5"" drives with 2x 2.5"" drives along with an optical drive. front usb 3.0 and hd audio ports.asking $70.00, obo. call or text for details."
39183380,Dell Inspiron 531 Tower and more - no HDD, Desktop Hardware and Accessories,"This computer is complete except for the hard drive. I am taking the HHD but leaving everything else. I will also sell the mouse, keyboard, VGA, and other cords if wanted.AMD Athlon 642GB Ram1 DVD/CD PlayerFansMotherboardEtc.Cash only. Text or call if interested."
39183459,Macbook, Apple Laptops,MacBook laptop needs a battery 80 or best offer does work with the cord
39183366,700, Apple Laptops,"Hi I am looking to sell my 15"" MacBook Pro it has barely been used and in top of the line Grade A condition. Has upgraded and specs and invisishield as well. I am asking for $700 and would be glad to provide any additional pictures or information you would like. If interested you can contact me at 801-750-7702. Thanks!"
39183336,Windows SURFACE RT 32GB / Leather case, Laptops,Like new. Almost never used. No scratches or marks of any kind. Includes Windows 8.1Comes with power supply and high-end leather case.Free delivery near my home and work.
39183301,Corsair CS550M PowerSupply, Desktop Hardware and Accessories,Great standard sized power supply. Has all cables included in box. All in working order. Asking $70.00 or best offer.
39183260,"13"" MacBook Pro", Apple Laptops,"Im looking to get rid of my 13"" MacBook Pro it is a late 2012 edition with Retina Display. It is in really good condition and hasn't really been used a lot. Has upgraded specs as well. If you would like any additional information or pictures I would be glad to provide. If interested you contact me at 801-750-7702. Thank you!"
39183257,MacBook Pro early 2008, Apple Laptops,"Laptop is in great condition, just purchased a brand new charger for it. Charger alone was $85"
39183230,HP - Windows Vista (64-bit) Laptop, Laptops,"Selling our HP Windows Vista (64-bit) computer. Still in great condition, just replaced it with a new computer.Call Tryna 801-391-7892 if interested."
39183209,EVGA GeForce GTX 970 SSC, Desktop Hardware and Accessories,"Full fledged GTX 970, acx 2.0 cooler with 4 gb of vram. Bought it new 2 months ago, not what I was looking for. Original price was $340 asking $280, obo.Call or text for more details."
38479911,Panasonic Workio DP-3530 Photo Copier, Printers,"This freestanding copier has been the workhorse of our office.  Prints like a champ.  No problems with it.  (Sells new for $3,000 and up.)Copies-Prints-Scans-Faxes and Internet Fax!  35ppm, monochrome MFP.  User friendly control panel, easy to use.We are only selling because we simply don't use it as much anymore.Please call, text, or email.  Thanks for looking!"
39183134,"Samsung 27"" - 1920 x 1080 - w/ HDMI Cable", Monitors,"I have had this monitor for 1/2 year now. It's perfect for gaming, office, or editing work. For a 27"" 1080P monitor, $150.00 is a steal. This monitor also comes with an HDMI cable. Contact me if you are interested. Specs are below:LED-backlit LCD monitor Model: S27C650 Resolution: 1920 x 1080 at 60 HzAspect Ratio: Widescreen - 16:9Response Time: 4 ms(Comes with HDMI and power cable)(Will be allowed to test it upon purchase if desired)"
39183064,"2015 HP Envy 15.6"" touchscreen with Beats Audio", Laptops,"Brand new 2015 HP Envy 15.6"" touchscreen with Beats Audio. This laptop was babied and only used for a few months to play games!6GB of installed memory2.50 GHz processorFull windows touch support"
39182975,LG GPad 7.0 Tablet and Samsung Galaxy S6, Android Tablets and Accessories,"OBO I have a Verizon LG GPad 7.0 for sale. I don't need it, never used it. Please call or text if you are interested."
34625091,Macintosh Performa 5200 Computer 1995, Apple Laptops,"All original 1995 Macintosh Performa 5200 Computer complete with apple keyboard,  apple mouse, and apple image writer."
34694445,Western Digital Hard Drive 7200 RPM 80 Gigabytes 8MB Cashe Brand New, Desktop Hardware and Accessories,Brand New! Western Digital Hard Drive 7200 RPM 80 Gigabytes 8MB Cashe.
